Mês,Dia,Hora,Temperatura {C},Umidade {kg/kg},Densidade do ar {kg/m3},Velocidade do Vento {m/s},Direção do Vento {graus}
3,1,1,23.1,0.01768455,1.153,2,190
3,1,2,23.3,0.017926827,1.151,3,50
3,1,3,22.5,0.016961443,1.155,3,30
3,1,4,22.1,0.016636873,1.157,5,40
3,1,5,22.1,0.01665405,1.155,4,360
3,1,6,22.1,0.01665405,1.155,4,20
3,1,7,23.2,0.01785132,1.149,2,20
3,1,8,23.5,0.0180033,1.147,3,30
3,1,9,22.8,0.016757983,1.148,3,10
3,1,10,24.3,0.018809172,1.142,4,30
3,1,11,24.5,0.018479451,1.138,2,30
3,1,12,25.3,0.0190402,1.13,1,30
3,1,13,25.5,0.019081415,1.127,0,0
3,1,14,25.5,0.018975881,1.125,1,240
3,1,15,25.3,0.018976649,1.128,4,110
3,1,16,23.6,0.016812011,1.137,2,150
3,1,17,23.5,0.017750211,1.145,2,180
3,1,18,22.5,0.016204855,1.149,2,210
3,1,19,22.5,0.017112291,1.157,1,100
3,1,20,21.7,0.016186686,1.161,0,0
3,1,21,21.8,0.01631506,1.162,2,170
3,1,22,22,0.016648995,1.162,0,0
3,1,23,21.9,0.016502731,1.162,0,0
3,1,24,22.1,0.01671173,1.161,3,270
3,2,1,22.1,0.01671173,1.161,3,270
3,2,2,22.1,0.01671173,1.161,0,0
3,2,3,22.1,0.01671173,1.161,2,300
3,2,4,21.8,0.016331808,1.161,2,270
3,2,5,21.8,0.016331808,1.161,2,280
3,2,6,21.8,0.016331808,1.161,0,0
3,2,7,21.6,0.016126162,1.162,0,0
3,2,8,21.7,0.016228694,1.162,0,0
3,2,9,22.5,0.015960043,1.15,0,0
3,2,10,22,0.014996334,1.151,5,230
3,2,11,22,0.014770458,1.151,5,230
3,2,12,22.7,0.015302198,1.145,3,180
3,2,13,22.7,0.01526036,1.145,3,120
3,2,14,22.7,0.01526036,1.145,5,180
3,2,15,23,0.016047771,1.146,6,180
3,2,16,22.5,0.01552348,1.148,8,180
3,2,17,22,0.015205518,1.153,3,180
3,2,18,22.7,0.016157901,1.15,5,180
3,2,19,22.3,0.015880232,1.155,3,170
3,2,20,21.8,0.015610153,1.16,2,180
3,2,21,21.7,0.015465641,1.16,2,180
3,2,22,21.6,0.015389106,1.162,0,0
3,2,23,21.8,0.015744653,1.163,0,0
3,2,24,21.5,0.015397163,1.165,0,0
3,3,1,21.6,0.015791979,1.166,0,0
3,3,2,21.3,0.015741274,1.17,0,0
3,3,3,21.2,0.015783419,1.17,0,0
3,3,4,21.1,0.015684136,1.171,0,0
3,3,5,21,0.015543473,1.171,0,0
3,3,6,20.9,0.015445322,1.172,0,0
3,3,7,20.6,0.015070426,1.173,1,270
3,3,8,20.4,0.014571103,1.173,2,270
3,3,9,22.1,0.016097459,1.162,3,260
3,3,10,22.3,0.015678235,1.156,3,320
3,3,11,23.2,0.016232476,1.148,3,360
3,3,12,24,0.017097791,1.143,3,20
3,3,13,24.5,0.017854411,1.141,0,0
3,3,14,23.4,0.016473863,1.145,3,20
3,3,15,23.8,0.016970037,1.143,3,90
3,3,16,23.7,0.016748216,1.142,3,100
3,3,17,23.7,0.017042461,1.144,4,100
3,3,18,23,0.01623355,1.146,3,90
3,3,19,21.5,0.014676483,1.157,2,70
3,3,20,21.5,0.014885525,1.158,1,90
3,3,21,21.2,0.014360102,1.159,2,70
3,3,22,21.5,0.014869228,1.159,1,80
3,3,23,21.9,0.015679909,1.161,3,30
3,3,24,22,0.01590932,1.162,2,270
3,4,1,21.7,0.015684147,1.164,2,300
3,4,2,21.7,0.015768033,1.165,3,30
3,4,3,21.4,0.015606027,1.166,2,280
3,4,4,21.4,0.015606027,1.166,0,0
3,4,5,21.3,0.015547638,1.167,1,300
3,4,6,20.9,0.015335277,1.169,3,330
3,4,7,20.9,0.015335277,1.169,2,330
3,4,8,21,0.014805376,1.164,2,20
3,4,9,22.6,0.016224763,1.154,5,30
3,4,10,23.2,0.016460491,1.148,5,50
3,4,11,23.3,0.016026317,1.143,3,20
3,4,12,23.6,0.016261264,1.142,5,10
3,4,13,22.9,0.01495772,1.141,4,60
3,4,14,25.4,0.018723239,1.133,5,30
3,4,15,25.4,0.018828591,1.132,5,30
3,4,16,24.9,0.017829499,1.132,5,50
3,4,17,24.7,0.018070034,1.136,3,60
3,4,18,24.9,0.018673086,1.138,0,0
3,4,19,23.5,0.017043835,1.145,3,90
3,4,20,23.1,0.016806027,1.149,2,30
3,4,21,23.1,0.016890131,1.15,2,30
3,4,22,23,0.01682778,1.153,2,30
3,4,23,23,0.016851918,1.155,2,40
3,4,24,23,0.016851918,1.155,3,40
3,5,1,23,0.016936051,1.156,2,30
3,5,2,23,0.016978127,1.156,3,70
3,5,3,22.5,0.016268154,1.157,3,60
3,5,4,22.5,0.016520229,1.159,2,60
3,5,5,22.7,0.016693172,1.158,3,40
3,5,6,23,0.017272833,1.158,3,30
3,5,7,23,0.017543622,1.159,0,0
3,5,8,23,0.016996052,1.155,2,30
3,5,9,24,0.017434424,1.145,2,40
3,5,10,24.5,0.0181299,1.144,4,360
3,5,11,24.5,0.01770836,1.141,5,10
3,5,12,25,0.018312594,1.138,5,20
3,5,13,24.5,0.017537148,1.137,5,50
3,5,14,24.5,0.017517465,1.138,4,70
3,5,15,25,0.018564236,1.137,5,50
3,5,16,24.5,0.017958407,1.14,5,40
3,5,17,23.7,0.017023703,1.145,4,40
3,5,18,22.5,0.015698181,1.152,4,40
3,5,19,23,0.016467474,1.149,4,60
3,5,20,22.7,0.016434169,1.153,5,60
3,5,21,22.7,0.016686329,1.155,5,50
3,5,22,22,0.015800277,1.16,5,50
3,5,23,21.8,0.015702714,1.163,3,40
3,5,24,21.4,0.015254575,1.165,1,130
3,6,1,21.4,0.015338355,1.165,2,30
3,6,2,21.7,0.015893909,1.166,1,40
3,6,3,21.7,0.015910408,1.164,2,360
3,6,4,21.7,0.01592694,1.163,3,340
3,6,5,21.8,0.016172313,1.162,3,300
3,6,6,21.4,0.015806288,1.165,2,290
3,6,7,21.2,0.015731563,1.167,0,0
3,6,8,22,0.016253751,1.16,1,220
3,6,9,22,0.016152865,1.161,0,0
3,6,10,22.5,0.016958225,1.161,3,330
3,6,11,22.5,0.016856677,1.162,4,20
3,6,12,24.8,0.018595305,1.142,5,30
3,6,13,25.1,0.018771931,1.137,4,10
3,6,14,24.9,0.018166636,1.135,5,20
3,6,15,25.6,0.01912366,1.131,6,40
3,6,16,25.2,0.018430457,1.131,6,40
3,6,17,26.3,0.020669262,1.129,5,50
3,6,18,25.1,0.018960363,1.135,5,40
3,6,19,24.5,0.018397443,1.14,5,30
3,6,20,24.4,0.018764984,1.145,7,30
3,6,21,24.2,0.018569909,1.146,4,40
3,6,22,24.3,0.018795532,1.148,5,30
3,6,23,24.3,0.018837823,1.148,3,40
3,6,24,24.4,0.018999071,1.148,3,20
3,7,1,24,0.01844273,1.15,5,20
3,7,2,23.9,0.018430004,1.15,4,30
3,7,3,24,0.018630979,1.15,2,360
3,7,4,23.6,0.01801893,1.15,5,360
3,7,5,23.2,0.017500995,1.15,3,10
3,7,6,23.4,0.017936794,1.151,2,350
3,7,7,23.4,0.017876049,1.152,3,10
3,7,8,24.2,0.018843053,1.147,4,10
3,7,9,25.4,0.020119556,1.14,3,10
3,7,10,25.1,0.018939767,1.136,3,360
3,7,11,26,0.019025372,1.123,0,0
3,7,12,26.5,0.019472646,1.119,0,0
3,7,13,26.9,0.020012688,1.116,1,120
3,7,14,23.8,0.014265073,1.12,2,120
3,7,15,27.5,0.020233938,1.107,4,120
3,7,16,27.3,0.019741964,1.107,5,130
3,7,17,27.5,0.020300201,1.106,5,130
3,7,18,26.7,0.020399144,1.121,3,150
3,7,19,24.5,0.018208799,1.139,2,150
3,7,20,24,0.017618143,1.142,1,20
3,7,21,23,0.016485454,1.148,2,120
3,7,22,24.5,0.019053862,1.146,2,130
3,7,23,24,0.01844273,1.15,2,130
3,7,24,23.7,0.018095817,1.152,0,0
3,8,1,23,0.017098189,1.154,2,90
3,8,2,23,0.017098189,1.154,0,0
3,8,3,23,0.017308737,1.156,2,90
3,8,4,22,0.016043796,1.159,0,0
3,8,5,22,0.016043796,1.159,0,0
3,8,6,21.5,0.015546304,1.16,0,0
3,8,7,22,0.016270674,1.159,1,10
3,8,8,25,0.01989509,1.143,2,10
3,8,9,24.5,0.019073717,1.144,3,330
3,8,10,25.6,0.01984331,1.134,4,20
3,8,11,26,0.019703214,1.125,4,20
3,8,12,27,0.020916773,1.118,5,10
3,8,13,26.8,0.020261106,1.117,4,30
3,8,14,26.6,0.019674457,1.115,6,30
3,8,15,27.5,0.021493542,1.112,6,30
3,8,16,27.4,0.021418481,1.112,6,50
3,8,17,26.7,0.020301718,1.113,6,30
3,8,18,26.5,0.020305053,1.118,4,40
